ALGERIA	1998	2746388473.8
ALGERIA	1997	4705096214.2
ALGERIA	1996	4691101028.4
ALGERIA	1995	4692240612.2
ALGERIA	1994	4677512644.2
ALGERIA	1993	4684367583.8
ALGERIA	1992	4704266160.0
ARGENTINA	1998	2718513010.9
ARGENTINA	1997	4646318596.7
ARGENTINA	1996	4656102598.0
ARGENTINA	1995	4652753173.2
ARGENTINA	1994	4645991799.5
ARGENTINA	1993	4643401137.6
ARGENTINA	1992	4617848896.8
BRAZIL	1998	2731140677.1
BRAZIL	1997	4675931143.5
BRAZIL	1996	4665397072.0
BRAZIL	1995	4661653435.3
BRAZIL	1994	4664829056.4
BRAZIL	1993	4675246060.5
BRAZIL	1992	4699378591.6
CANADA	1998	2737663014.2
CANADA	1997	4680387035.7
CANADA	1996	4682077548.1
CANADA	1995	4683532053.5
CANADA	1994	4661595473.3
CANADA	1993	4663422610.3
CANADA	1992	4693236211.7
CHINA	1998	2734194369.8
CHINA	1997	4683510835.7
CHINA	1996	4694563430.8
CHINA	1995	4659549932.0
CHINA	1994	4668649255.3
CHINA	1993	4653663845.3
CHINA	1992	4671594192.4
EGYPT	1998	2730076443.2
EGYPT	1997	4641217395.7
EGYPT	1996	4682023903.3
EGYPT	1995	4656985689.0
EGYPT	1994	4639974596.5
EGYPT	1993	4654217487.6
EGYPT	1992	4655508405.6
ETHIOPIA	1998	2771891798.6
ETHIOPIA	1997	4691462902.7
ETHIOPIA	1996	4699807893.9
ETHIOPIA	1995	4712019051.1
ETHIOPIA	1994	4714485895.7
ETHIOPIA	1993	4673334464.8
ETHIOPIA	1992	4709982012.2
FRANCE	1998	2749352687.5
FRANCE	1997	4691958256.2
FRANCE	1996	4720197405.5
FRANCE	1995	4702056754.3
FRANCE	1994	4701239088.2
FRANCE	1993	4712310290.6
FRANCE	1992	4706154746.1
GERMANY	1998	2767125834.9
GERMANY	1997	4703923545.7
GERMANY	1996	4690487560.4
GERMANY	1995	4686747664.0
GERMANY	1994	4660352911.2
GERMANY	1993	4692160055.6
GERMANY	1992	4691498075.9
INDIA	1998	2732579085.7
INDIA	1997	4678477186.0
INDIA	1996	4673866490.3
INDIA	1995	4674959076.8
INDIA	1994	4681827178.4
INDIA	1993	4643481746.8
INDIA	1992	4665882504.1
INDONESIA	1998	2745112789.9
INDONESIA	1997	4665596134.6
INDONESIA	1996	4669667677.1
INDONESIA	1995	4667166725.6
INDONESIA	1994	4662762228.7
INDONESIA	1993	4656778134.2
INDONESIA	1992	4670973296.7
IRAN	1998	2723216170.4
IRAN	1997	4609684248.8
IRAN	1996	4628753160.9
IRAN	1995	4627120996.3
IRAN	1994	4608487551.0
IRAN	1993	4620764336.4
IRAN	1992	4627902203.8
IRAQ	1998	2740906684.6
IRAQ	1997	4666298134.8
IRAQ	1996	4684322817.8
IRAQ	1995	4653983196.7
IRAQ	1994	4683335111.0
IRAQ	1993	4667160512.3
IRAQ	1992	4678315491.6
JAPAN	1998	2724504496.6
JAPAN	1997	4609764983.8
JAPAN	1996	4650986737.2
JAPAN	1995	4663812104.3
JAPAN	1994	4633301980.7
JAPAN	1993	4638916610.5
JAPAN	1992	4656081490.1
JORDAN	1998	2742880098.6
JORDAN	1997	4672752862.4
JORDAN	1996	4667670128.2
JORDAN	1995	4651272615.7
JORDAN	1994	4670362946.3
JORDAN	1993	4673339129.9
JORDAN	1992	4675813230.0
KENYA	1998	2717580811.0
KENYA	1997	4606427219.6
KENYA	1996	4628365122.1
KENYA	1995	4611166905.2
KENYA	1994	4616660205.3
KENYA	1993	4629037306.6
KENYA	1992	4635940424.7
MOROCCO	1998	2728973692.7
MOROCCO	1997	4677385007.7
MOROCCO	1996	4691138516.4
MOROCCO	1995	4672866595.7
MOROCCO	1994	4679363707.9
MOROCCO	1993	4657343605.5
MOROCCO	1992	4673293158.2
MOZAMBIQUE	1998	2746870373.0
MOZAMBIQUE	1997	4657797818.0
MOZAMBIQUE	1996	4680907763.3
MOZAMBIQUE	1995	4679365111.7
MOZAMBIQUE	1994	4650089862.9
MOZAMBIQUE	1993	4674781658.7
MOZAMBIQUE	1992	4703066893.4
PERU	1998	2701947354.7
PERU	1997	4623755865.7
PERU	1996	4653145387.6
PERU	1995	4649971644.4
PERU	1994	4640145804.0
PERU	1993	4630471111.1
PERU	1992	4629977353.6
ROMANIA	1998	2730185251.7
ROMANIA	1997	4662919818.7
ROMANIA	1996	4692623447.6
ROMANIA	1995	4683093538.2
ROMANIA	1994	4656908200.9
ROMANIA	1993	4673109064.6
ROMANIA	1992	4659501236.9
RUSSIA	1998	2738455915.5
RUSSIA	1997	4701455238.1
RUSSIA	1996	4694648504.0
RUSSIA	1995	4674020866.8
RUSSIA	1994	4687989534.6
RUSSIA	1993	4680591337.9
RUSSIA	1992	4684865871.6
SAUDI ARABIA	1998	2722192493.2
SAUDI ARABIA	1997	4646872112.0
SAUDI ARABIA	1996	4679097125.5
SAUDI ARABIA	1995	4659365308.2
SAUDI ARABIA	1994	4668096847.3
SAUDI ARABIA	1993	4647885741.9
SAUDI ARABIA	1992	4665645732.1
UNITED KINGDOM	1998	2757252921.5
UNITED KINGDOM	1997	4687915843.4
UNITED KINGDOM	1996	4725596238.0
UNITED KINGDOM	1995	4692146767.0
UNITED KINGDOM	1994	4717398081.8
UNITED KINGDOM	1993	4694183885.3
UNITED KINGDOM	1992	4722609721.8
UNITED STATES	1998	2744344335.0
UNITED STATES	1997	4652698592.6
UNITED STATES	1996	4670553955.7
UNITED STATES	1995	4659218769.8
UNITED STATES	1994	4671044724.1
UNITED STATES	1993	4680519402.5
UNITED STATES	1992	4707714157.3
VIETNAM	1998	2741387136.2
VIETNAM	1997	4661928954.9
VIETNAM	1996	4690535970.8
VIETNAM	1995	4692078285.1
VIETNAM	1994	4705541885.2
VIETNAM	1993	4708733491.6
VIETNAM	1992	4681498238.8
